atc,atc_code,year,metric,nsw,vic,qld,sa,wa,tas,act,nt,total
Various +,V,2018,benefit_aud,27033076,23028138,14092745,4738767,5143698,1225607,911846,1382532,77556410
Various +,V,2019,benefit_aud,28735738,24857965,13428152,4787902,5359311,1269413,935440,1359424,80733345
Various +,V,2020,benefit_aud,26843778,22693342,13498790,5000603,5149731,1370562,828538,943292,76328636
Various +,V,2021,benefit_aud,25739596,20797263,12655763,4450414,4730861,1219565,811656,895931,71301048
Various +,V,2022,benefit_aud,22526401,18704029,11056743,3625100,4155883,1078975,636500,737545,62521177
Various +,V,2023,benefit_aud,20169185,17508206,10101144,3505780,3907121,1113521,547727,760770,57613454
Various +,V,2024,benefit_aud,20623927,18109827,9657950,3341776,4020622,1139243,531983,816314,58241643
Various +,V,2025,benefit_aud,23481857,20359530,10390155,3652872,4691847,1299214,686048,910251,65471773
Various +,V,2026_ytd,benefit_aud,5446608,4502486,2256384,766327,1214797,288266,134419,193352,14802638
Various +,V,TOTAL,benefit_aud,724405850,549117304,349761207,122513418,119296691,31199805,21073444,14608403,1931976121
Various +,V,1994,benefit_aud,2492048,1267964,1076112,666988,374294,104384,39345,8323,6029459
Various +,V,1995,benefit_aud,2648303,1446084,1148759,663595,401642,118981,39708,8581,6475654
Various +,V,1996,benefit_aud,2658831,1578912,1135675,630205,421610,115706,39481,8974,6589394
Various +,V,1997,benefit_aud,2321370,1468310,947138,525219,354282,92780,35543,5942,5750583
Various +,V,1998,benefit_aud,1880916,1266608,768192,376567,265911,75378,30031,4566,4668170
Various +,V,1999,benefit_aud,1815867,1285060,728199,319560,265053,68265,30269,4123,4516396
Various +,V,2000,benefit_aud,1831331,1318776,728507,305923,263460,71231,31390,3270,4553887
Various +,V,2001,benefit_aud,1866086,1515253,796556,351343,309521,86124,38773,4818,4968474
Various +,V,2002,benefit_aud,1851118,1588428,778765,312913,302467,79861,30270,4450,4948271
Various +,V,2003,benefit_aud,1480834,1223780,684770,243458,256589,69758,29444,3729,3992361
Various +,V,2004,benefit_aud,1370589,1173993,589764,229314,240553,64778,26997,3207,3699196
Various +,V,2005,benefit_aud,1317817,1101036,567768,200741,224408,54809,22575,2706,3491859
Various +,V,2006,benefit_aud,1287551,1186084,565316,201541,197536,56907,22683,2394,3520013
Various +,V,2007,benefit_aud,1163972,1128206,508337,198231,217965,51380,20507,2450,3291047
Various +,V,2008,benefit_aud,1165985,1115421,465562,176772,166855,53690,32157,2065,3178507
Various +,V,2009,benefit_aud,1460660,1562189,580140,246575,183976,58198,50690,3864,4146293
Various +,V,2010,benefit_aud,1547745,1750282,622955,230117,197666,66316,67601,4955,4487637
Various +,V,2011,benefit_aud,1319839,1414110,516839,196850,163944,57363,62817,4201,3735963
Various +,V,2012,benefit_aud,1331977,1337472,475498,202285,180790,59641,71032,3116,3661812
Various +,V,2013,benefit_aud,1120122,1088216,480876,180578,118654,51587,69109,4056,3113197
Various +,V,2014,benefit_aud,1723292,1714361,481719,182032,199362,58342,106543,2962,4468614
Various +,V,2015,benefit_aud,2175158,1903490,580709,237218,215439,74164,132171,3844,5322192
Various +,V,2016,benefit_aud,2486823,1911769,600130,239858,233143,68442,158586,12426,5711177
Various +,V,2017,benefit_aud,2309006,1931408,654054,228747,241536,80026,157794,6271,5608840
Various +,V,2018,benefit_aud,2358318,2219598,592534,216670,246616,72246,130266,3914,5840162
Various +,V,2019,benefit_aud,2220692,1920511,579314,222263,291193,64457,97880,5116,5401424
Various +,V,2020,benefit_aud,2280905,1902829,567624,202174,296402,60438,92226,4160,5406758
Various +,V,2021,benefit_aud,1836060,1912256,546010,162175,307322,49645,85260,5156,4903884
Various +,V,2022,benefit_aud,1594268,1624893,546401,151864,392995,54918,64589,3508,4433438
Various +,V,2023,benefit_aud,1582647,1570431,550942,146336,326214,49236,118362,1875,4346042
Various +,V,2024,benefit_aud,1515964,1303096,523609,139308,328983,42824,82316,1489,3937589
Various +,V,2025,benefit_aud,1455049,1993172,568549,158500,401559,47571,86456,1526,4712382
Various +,V,2026_ytd,benefit_aud,292163,394240,104831,29567,99006,8529,15220,457,944012
Various +,V,TOTAL,benefit_aud,60171754,50255509,22034298,9393786,9041694,2289006,2154829,150856,155491731
Various +,V,1994,benefit_aud,682509577,436885418,300100105,147075267,136708899,47929091,20177832,5521035,1776907225
Various +,V,1995,benefit_aud,777483080,509931324,350171999,173199922,163699635,56798918,23489950,6831072,2061605900
Various +,V,1996,benefit_aud,862148194,574053879,396780307,195086688,187564772,63102457,27041976,7752043,2313530316
Various +,V,1997,benefit_aud,914715176,604005110,423728154,208081689,201302994,67624656,29437135,8344402,2457239317
Various +,V,1998,benefit_aud,964586559,648623698,459836895,221296857,215546342,71657226,32094152,9766374,2623408103
Various +,V,1999,benefit_aud,1088461621,755956064,526630236,252600667,250262953,82052356,37408646,11006110,3004378654
Various +,V,2000,benefit_aud,1258364545,872862309,603824879,279031735,288254207,94153637,44182365,11559722,3452233399
Various +,V,2001,benefit_aud,1432910533,1021679214,737153789,355777984,351972448,110625914,51533527,14832692,4076486103
Various +,V,2002,benefit_aud,1581615983,1125878369,806868008,377359753,387562048,120103304,57570965,15246776,4472205205
Various +,V,2003,benefit_aud,1671938463,1234331597,889107365,403454321,425595183,129607745,60348037,16541808,4830924519
Various +,V,2004,benefit_aud,1855559230,1364002484,1007330961,454902256,469657542,142399994,67435323,19047774,5380335563
Various +,V,2005,benefit_aud,1888246387,1390568632,1036457410,463542409,473927191,144389682,67585156,20042591,5484759458
Various +,V,2006,benefit_aud,1927415660,1433352655,1064707933,467176801,484282288,147262552,68468040,19897449,5612563379
Various +,V,2007,benefit_aud,2035839009,1515414100,1159950531,503646347,532084912,155539965,72938964,21841778,5997255606
Various +,V,2008,benefit_aud,2199879370,1605970061,1247700726,517776735,582571883,171913415,76745733,23115630,6425673554
Various +,V,2009,benefit_aud,2469452347,1829526900,1390522380,629192348,620351828,192231118,86923330,26146903,7244347152
Various +,V,2010,benefit_aud,2582785939,1932242361,1491372552,637134032,686684238,203819084,89974461,27656802,7651669470
Various +,V,2011,benefit_aud,2626633668,1966861113,1526520838,642795254,741211475,210261139,92501504,28583901,7835368893
Various +,V,2012,benefit_aud,2899118089,2242025187,1663370100,688758635,861270856,225675477,99490103,30117215,8709825662
Various +,V,2013,benefit_aud,2576740773,1882123633,1707102604,709975137,681685174,232637953,88804811,30529261,7909599346
Various +,V,2014,benefit_aud,3311307055,2467474577,1726028956,680863310,946960330,242022256,120403660,41078327,9536138471
Various +,V,2015,benefit_aud,3440148085,2509693390,1896686506,781665376,922567203,274533938,138904000,43318989,10007517485
Various +,V,2016,benefit_aud,3955880875,3038068744,2393176279,891974070,1074025802,307240700,209063032,74244227,11943673730
Various +,V,2017,benefit_aud,3835274046,2855878824,2267180985,854197909,1099017736,310388657,182260322,62754023,11466952501
Various +,V,2018,benefit_aud,3731946936,2813545476,2261617493,860210127,1098677261,300322270,177063095,57913551,11301296210
Various +,V,2019,benefit_aud,3959739407,2911340752,2398776240,916264554,1165718058,313167138,192934691,59271874,11917212714
Various +,V,2020,benefit_aud,4264554849,3211503358,2641481585,1016699288,1286996344,351105641,207709767,65580587,13045631420
Various +,V,2021,benefit_aud,4375794614,3425760124,2773827021,1073579533,1387827025,370415886,229672140,66954848,13703831191
Various +,V,2022,benefit_aud,4983212329,3810810917,3211276314,1192268060,1569003679,418215129,266007760,73767453,15524561641
Various +,V,2023,benefit_aud,5376980898,4095939970,3477315344,1300079310,1689080616,445096416,268744740,76261944,16729499238
Various +,V,2024,benefit_aud,6010778232,4662144480,3673135676,1383262959,1828877012,468035674,284557536,84072437,18394864006
Various +,V,2025,benefit_aud,6667274123,5342510294,4217406546,1555391483,2072721317,522833207,350615591,107598811,20836351371
Various +,V,2026_ytd,benefit_aud,1492366188,1160301832,957051351,336194803,485293495,114504357,81178566,22321616,4649212207
Various +,V,TOTAL,benefit_aud,90318272181,67634545778,52950865161,21300691735,25490733129,7150086308,3920943992,1194287805,269960426090
