filename,drug,brand_name,indication,therapy_area,recommendation,listing_type,comparator,icer_low,icer_high,icer_note,risk_sharing,risk_sharing_note,population_per_year,key_trials,resubmission,pbac_year,pbac_month,extraction_ok,error_note
nabiximols-psd-07-2013.pdf,nabiximols,Sativex,Treatment of moderate to severe spasticity due to multiple sclerosis in patients who are intolerant to anti-spasticity medication and/or have not adequately responded to anti-spasticity medication.,Neurology,Recommended with restriction,Authority Required,standard care (multidisciplinary involving physiotherapy and pharmacotherapy),,,,no,,,"GWSP0604, GWMS0001, GWMS0106, GWCL0403, GWSP0702",no,2013,7,yes,
nabiximols-psd-march-2020.pdf,nabiximols,Sativex®,Adjunctive treatment of moderate to severe spasticity in patients with multiple sclerosis who have not adequately responded to oral anti-spasticity agents.,Neurology,Recommended with restriction,Authority Required,standard care (oral anti-spasticity medication alone),,,ICER range not stated in the provided excerpt,no,,,"Novotna 2011, Collin 2007, Collin 2010, Wade 2004, Markovà 2019, Vachovà 2014",yes,2020,3,yes,
nadroparin-calcium-psd-july-2015.pdf,nadroparin calcium,Fraxiparine® and Fraxiparine Forte®,"Prophylaxis against deep vein thrombosis (DVT) associated with general or orthopaedic surgery, treatment of DVT, and prevention of clotting during haemodialysis.",Other,Noted,Restricted,enoxaparin,,,Cost-minimisation analysis requested; prices redacted in document,no,,,"Simonneau 2006, Yoo 1997",yes,2015,7,yes,
nadroparin-psd-november-2016.pdf,nadroparin calcium,"Fraxiparine, Fraxiparine Forte","Prophylaxis against deep vein thrombosis (DVT) associated with general or orthopaedic surgery, treatment of DVT, and prevention of clotting during haemodialysis",Other,Recommended with restriction,Restricted,enoxaparin,,,Not applicable; minor submission on cost-minimisation basis with no economic model evaluation in scope,no,,,,yes,2016,11,yes,
nalmefene-psd-november-2015.pdf,nalmefene,Selincro®,Reduction of alcohol consumption in adult patients with alcohol use disorder who have failed to achieve an adequate response to psychosocial intervention alone.,Other,Recommended with restriction,Authority Required,placebo in combination with psychosocial intervention,,,Not stated in provided text,no,,,"SENSE, ESENSE 1, ESENSE 2, CPH-101-0701, CPH-101-0801, CPH-101-0299",no,2015,11,yes,
naloxone-psd-march-2019.pdf,naloxone,Nyxoid,"Emergency treatment for known or suspected opioid overdose as manifested by respiratory and/or central nervous system depression in home, non-medical, or health facility settings.",Other,Recommended,Unrestricted,naloxone 2 mg in 2 mL pre-filled syringe,,,No economic evaluation or ICER provided; minor submission based on pharmacokinetic evidence,no,,,"McDonald et al. 2017, Kelly et al. 2005, Kerr et al. 2009",no,2019,3,yes,
nandrolone-decanoate-psd-march-2018.pdf,nandrolone decanoate,Deca-Durabolin,"Treatment of osteoporosis, specifically as monotherapy where other treatments have failed, are not tolerated, or are contraindicated, and specialist advice confirms it is the only suitable treatment option.",Musculo-skeletal,Not recommended,Not applicable,nandrolone decanoate pre-filled syringe,,,No economic comparison presented; minor submission,no,,,,no,2018,3,yes,
naproxen-psd-07-2013.pdf,naproxen and esomeprazole,Vimovo®,"Symptomatic treatment of osteoarthritis, rheumatoid arthritis or ankylosing spondylitis in patients who require an NSAID and are at increased risk of gastrointestinal ulcerations in whom lower doses of naproxen or other NSAIDs are insufficient.",Musculo-skeletal,Noted,Restricted,,,,Cost-minimisation analysis was proposed but validity was questioned by PBAC; ICER not stated in this document,no,,,,yes,2013,7,yes,
natalizumab-psd-03-2023.pdf,natalizumab,Tysabri,Treatment of clinically definite relapsing-remitting multiple sclerosis (RRMS). This submission concerns a new subcutaneous injection form (150 mg in 1 mL prefilled syringe) requested for listing under the same conditions as the existing intravenous form.,Neurology,Recommended with restriction,Authority Required,natalizumab IV,,,Cost minimisation approach assumed; formal ICER not presented as equi-effective doses assumed (both 300 mg Q4W),no,,,"REFINE (101MS206), DELIVER (101MS102)",no,2023,3,yes,
natalizumab-psd-july-2019.pdf,natalizumab,Tysabri®,Clinically definite relapsing-remitting multiple sclerosis (RRMS). The minor submission sought to remove age restrictions from current Section 100 listings.,Neurology,Recommended with restriction,Restricted,interferon beta-1b,,,No ICER presented; minor submission for removal of age restriction from existing listing,no,,10,,no,2019,7,yes,
natalizumab-psd-july-2022.pdf,natalizumab,Tysabri,Treatment of clinically definite relapsing-remitting multiple sclerosis to delay progression of physical disability and reduce frequency of relapse.,Neurology,Recommended,Authority Required,,,,Not applicable — this is a restriction amendment submission with no economic evaluation.,no,,,,no,2022,7,yes,
natalizumab-psd-march-2025.pdf,natalizumab,Tyruko®,Treatment of clinically definite relapsing-remitting multiple sclerosis (RRMS) to delay the progression of physical disability and reduce the frequency of relapse.,Neurology,Recommended,Authority Required,Tysabri,,,Cost-minimisation basis; ICER not applicable as biosimilar listing.,no,,,,no,2025,3,yes,
national-hepatitis-c-data-collection-psd-march-2019.pdf,,,,Infectious disease,Noted,,,,,,no,,,REACH-C,no,2019,3,yes,
nemolizumab-psd-july-2025.pdf,nemolizumab,Nemluvio,"Treatment of patients aged 12 years or older with chronic severe atopic dermatitis affecting the whole body, face, and/or hands, who are inadequately controlled on topical therapies.",Immunology,Recommended with restriction,Authority Required,dupilumab,,,Cost-minimisation approach used; no ICER range provided,no,,,,no,2025,7,yes,
neratinib-psd-march-2019.pdf,neratinib,Nerlynx,"Treatment of adult patients with HER2-positive, hormone receptor-positive early breast cancer who have completed prior adjuvant trastuzumab-based therapy within the past 12 months.",Oncology,Recommended with restriction,Authority Required,placebo,,,ICER range not stated in provided document excerpt,no,,,,no,2019,3,yes,
neratinib-psd-november-2019.pdf,neratinib,Nerlynx,"Extended adjuvant treatment of adult patients with human epidermal growth factor receptor-2 positive (HER2+), hormone receptor positive (HR+), early breast cancer who have completed prior adjuvant trastuzumab-based therapy within the past 12 months.",Oncology,Recommended with restriction,Authority Required,placebo,,,ICER values redacted in document,no,,509,ExteNET,yes,2019,11,yes,
netupitant-and-palanosetron-psd-november-2015.pdf,netupitant and palonosetron,Akynzeo®,Prevention of nausea and vomiting associated with initial and repeat courses of highly emetogenic chemotherapy (HEC) and anthracycline plus cyclophosphamide (AC) based regimens in patients with breast cancer.,Oncology,Recommended with restriction,Authority Required,,,,PBAC noted the economic evaluation remained a cost comparison rather than cost-minimisation; prices redacted in document,yes,Risk sharing arrangement proposed to address potential leakage in patients scheduled to receive moderately emetogenic chemotherapy and those who would usually receive only the 5-HT3 RA component,,,yes,2015,11,yes,
netupitant-and-palonosetron-psd-july-2015.pdf,netupitant/palonosetron,Akynzeo®,"Prevention of acute and delayed chemotherapy-induced nausea and vomiting in patients treated with highly emetogenic chemotherapy for malignancy, and in breast cancer patients treated with anthracycline plus cyclophosphamide based regimens.",Oncology,Recommended with restriction,Authority Required,aprepitant plus 5-HT3 receptor antagonist,,,Commercially sensitive — redacted in document; cost comparison analysis used rather than cost-minimisation,no,,,"NETU-07-07, NETU-10-29, NETU-08-18, Trial 071",yes,2015,7,yes,
netupitant-palonosetron-psd-march-2015.pdf,netupitant/palonosetron,Akynzeo®,"Prevention of acute and delayed chemotherapy-induced nausea and vomiting (1-5 days after initiating chemotherapy) in patients receiving highly emetogenic chemotherapy, anthracycline plus cyclophosphamide for breast cancer, or moderately emetogenic chemotherapy with prior nausea and vomiting.",Oncology,Recommended with restriction,Authority Required,aprepitant in combination with a 5-HT3 receptor antagonist,,,Cost minimisation analysis performed; no ICER range stated in document,no,,,,no,2015,3,yes,
netupitant-plus-palonosetron-psd-november-2016.pdf,netupitant with palonosetron,Akynzeo®,"Prevention of chemotherapy-induced nausea and vomiting associated with moderately emetogenic chemotherapy (secondary prophylaxis for MEC regimens, and primary prophylaxis for carboplatin or oxaliplatin chemotherapy).",Oncology,Recommended with restriction,Restricted,aprepitant in combination with 5HT3 antagonist,,,Cost-minimisation analysis used; ICER not applicable,yes,Extension of the current moderately emetogenic chemotherapy risk sharing arrangement proposed to prevent leakage into populations where combination therapy may not be required,,NETU-10-29,yes,2016,11,yes,
netupitant-with-palonosetron-psd-03-2023.pdf,netupitant with palonosetron,Akynzeo®,Prophylaxis of nausea and vomiting associated with highly emetogenic chemotherapy (HEC) and moderately emetogenic chemotherapy (MEC).,Oncology,Noted,Authority Required,,,,,no,,,,yes,2023,3,yes,
nicotine-psd-july-2017.pdf,nicotine,Nicotinell®,Nicotine dependence in cigarette smokers who wish to quit smoking and enter into a behavioural support program.,Other,Recommended with restriction,Restricted,nicotine patch,,,Cost-minimisation analysis conducted; no ICER range provided,no,,,,no,2017,7,yes,
nicotine-psd-march-2018.pdf,nicotine,Nicotinell®,Treatment of nicotine dependence in cigarette smokers who wish to quit and enter into a behavioural support program.,Other,Recommended with restriction,Restricted,nicotine patches,,,Cost minimisation analysis performed; ICER not applicable as cost-neutral approach maintained against nicotine patch comparator,yes,Restriction requiring that treatment with either gum or lozenge or patch be the sole PBS-subsidised therapy for nicotine dependence to mitigate risk of combination use with other PBS-subsidised NRTs,,,yes,2018,3,yes,
nintedanib-1-psd-march-2015.pdf,nintedanib,Ofev®,"Second-line treatment of locally advanced, metastatic or recurrent non-small cell lung cancer (NSCLC) of adenocarcinoma histology in combination with docetaxel, in patients who have failed first-line chemotherapy.",Oncology,Recommended with restriction,Authority Required,weighted comparator (87% pemetrexed and 13% docetaxel monotherapy),,,ICER values redacted in document,no,,,"LUME Lung 1, JMEI",no,2015,3,yes,
nintedanib-2-psd-march-2015.pdf,nintedanib,Ofev®,Treatment of mild to moderate idiopathic pulmonary fibrosis (IPF) in adults aged 40 years and over with confirmed diagnosis and progressive disease.,Respiratory,Recommended with restriction,Authority Required,best supportive care,,,ICER not stated; pricing information redacted,no,,,,no,2015,3,yes,
nintedanib-psd-mar-2021.pdf,nintedanib,Ofev,Treatment of adult patients with progressive fibrosing interstitial lung disease (PF-ILD). Nintedanib is indicated for slowing the rate of decline in pulmonary function in patients with chronic fibrosing ILD with a progressive phenotype.,Respiratory,Recommended with restriction,Authority Required,placebo + best supportive care (BSC),,,ICER commercially sensitive and redacted in PSD,yes,Risk Sharing Arrangement (RSA) including financial cap on Government expenditure based on uptake estimates and rebate on expenditure beyond the financial cap,,,no,2021,3,yes,
nintedanib-psd-march-2016.pdf,nintedanib,Ofev,"Second-line treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with adenocarcinoma histology in combination with docetaxel, after failure of first-line chemotherapy.",Oncology,Recommended with restriction,Authority Required,pemetrexed,,,Cost-minimisation analysis used; ICER redacted/commercially sensitive,yes,Special Pricing Arrangement (SPA) applied with rebate to achieve effective price; specific prices redacted,,"LUME Lung 1, JMEI",yes,2016,3,yes,
nintedanib-psd-nov-2024.pdf,nintedanib,Ofev,Idiopathic Pulmonary Fibrosis (IPF) and Chronic Fibrosing Interstitial Lung Disease with a progressive phenotype (PF-ILD).,Respiratory,Noted,Restricted,pirfenidone,,,No ICER calculated; submission concerns risk sharing arrangement subsidisation caps only.,yes,"Risk sharing arrangement with subsidisation caps capping Government financial expenditure for IPF and PF-ILD, with rebate applied to expenditure beyond the financial cap.",,,yes,2024,11,yes,
nintedanib-psd-november-2015.pdf,nintedanib,Ofev®,"Treatment of mild to moderate idiopathic pulmonary fibrosis (IPF) in patients aged 40 years or older, for both initial and continuing treatment.",Respiratory,Recommended with restriction,Authority Required,best supportive care,,,ICER values redacted (commercially sensitive),no,,,"Trial 30, Trial 32, Trial 34",yes,2015,11,yes,
nintedanib-psd-november-2016.pdf,nintedanib,Ofev,"Treatment of patients with mild to moderate idiopathic pulmonary fibrosis (IPF). Nintedanib is indicated for patients with confirmed IPF diagnosis, FVC ≥50% predicted, DLCO ≥30% predicted, and aged ≥40 years.",Respiratory,Recommended with restriction,Authority Required,best supportive care,,,ICER values redacted in document (shown as ''''''''''''''''),yes,Special Pricing Arrangement (SPA) proposed; sponsor to fund nintedanib for patients breaching continuation rule under direction of specialist physician; ESC suggested risk sharing arrangement as preferred method to manage risk of continuing treatment in patients with significant decline in lung function.,,,yes,2016,11,yes,
nintedanib-psd-september-2021.pdf,nintedanib,Ofev,"Treatment of adult patients with progressive fibrosing interstitial lung disease (PF-ILD), excluding idiopathic pulmonary fibrosis and drug-induced disease.",Respiratory,Recommended with restriction,Authority Required,placebo + best supportive care,,,ICER values redacted in document,yes,"Risk Sharing Arrangement (RSA) recommended, including financial cap on Government expenditure based on uptake estimates and rebate on expenditure beyond the cap",,,no,2021,9,yes,
niraparib-psd-july-2021.pdf,niraparib,Zejula,"Maintenance treatment of newly diagnosed advanced, high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer (HGEOC) in patients in response to platinum-based chemotherapy.",Oncology,Recommended with restriction,Authority Required,standard medical management (no active treatment); bevacizumab (Stage IIIB/IIIC R2 and Stage IV); olaparib (BRCAm patients),,,Not stated in document extract,no,,,"PRIMA, NOVA",no,2021,7,yes,
niraparib-psd-mar-2021.pdf,niraparib,Zejula,"Platinum-sensitive relapsed high grade serous ovarian, fallopian tube or primary peritoneal cancer in response to platinum-based chemotherapy. Maintenance treatment indicated for both BRCA-mutant and BRCA wild-type populations.",Oncology,Recommended with restriction,Authority Required,olaparib (BRCAm population); standard medical management (non-BRCAm population),,,ICERs not stated in extracted text; pricing information redacted,no,,,"NOVA, PRIMA",no,2021,3,yes,
niraparib-psd-march-2022.pdf,niraparib,Zejula®,"Maintenance therapy for newly diagnosed advanced high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer in patients in response to platinum-based chemotherapy.",Oncology,Noted,Authority Required,olaparib (BRCAm patients); no active treatment/standard medical management (non-BRCAm patients); bevacizumab (qualitative comparator),,,Document does not provide specific ICER values; cost-minimisation analysis and cost-utility analysis conducted but figures redacted or not stated in extracted text,no,,,"PRIMA, SOLO-1",yes,2022,3,yes,
niraparib-psd-march-2023-july-2023.pdf,niraparib,Zejula®,"Maintenance therapy in patients with newly diagnosed advanced epithelial ovarian, fallopian tube or primary peritoneal cancer that is homologous recombination deficiency (HRD) positive and breast cancer gene (BRCA) wild type, who are in response to first-line platinum-based chemotherapy.",Oncology,Recommended with restriction,Authority Required,standard medical management (SMM),,,ICER values not stated in the extracted text; cost-effectiveness analysis versus SMM was presented but specific ICER figures not provided in the document excerpt,yes,Financial cap arrangement proposed by sponsor to address PBAC concerns about clinical uncertainty,,,yes,,,yes,
nirmatrelvir-and-ritonavir-psd-nov-2023.pdf,nirmatrelvir and ritonavir,Paxlovid®,"Treatment of patients with mild to moderate COVID-19 who are at high risk of severe disease requiring hospitalisation, including persons aged ≥70 years, immunocompromised individuals, Aboriginal and Torres Strait Islander persons aged ≥30 with risk factors, and persons aged 50-69 years with ≥1 risk factor.",Infectious disease,Recommended with restriction,Authority Required,placebo (no antiviral medication); secondary comparator: molnupiravir,,,ICER not presented in the extracted text; cost-effectiveness analysis versus placebo and molnupiravir mentioned but values redacted or not stated,no,,,"EPIC-HR, EPIC-SR",yes,2023,11,yes,
nirsevimab-psd-july-2024.pdf,nirsevimab,Beyfortus,"Prevention of respiratory syncytial virus (RSV) lower respiratory tract disease in neonates and infants born during or entering their first RSV season, and children up to 24 months of age who remain vulnerable to severe RSV disease through their second RSV season.",Immunology,Recommended with restriction,Restricted,placebo (no immunisation),,,,no,,,,no,2024,7,yes,
nitisinone-psd-11-2014.pdf,nitisinone,Orfadin®,"Treatment of hereditary tyrosinaemia type 1 (HT-1), a rare autosomal recessive inherited metabolic disorder characterised by severe liver dysfunction, impaired coagulation, neurological crises, and high risk of hepatocellular carcinoma.",Rare disease,Recommended with restriction,Authority Required,standard medical management (dietary restriction of tyrosine and phenylalanine alone),,,Cost-effectiveness analysis based on comparison with standard medical management; ICER not explicitly stated in document,no,,18,NTBC study,no,2014,11,yes,
nitisinone-psd-july-2015.pdf,nitisinone,ORFADIN®,"Treatment of hereditary tyrosinaemia type 1 (HT-1) in patients with confirmed clinical diagnosis based on detection of succinylacetone in urine and/or blood, administered in combination with dietary restriction of tyrosine and phenylalanine.",Rare disease,Recommended with restriction,Restricted,standard medical management without nitisinone (diet alone),,,ICER not calculated; submission assessed under 'rule of rescue' criteria,yes,Neuropsychological assessment and monitoring program agreed at stakeholder meeting; sponsor approaching TGA to discuss requirements for risk management plan,,,yes,2015,7,yes,
nivolumab-and-ipilimumab-melanoma-psd-july-2018.pdf,nivolumab; ipilimumab,Opdivo®; Yervoy®,"Treatment of unresectable Stage III or Stage IV malignant melanoma. In BRAF V600 mutation negative patients unrestricted by treatment line, and in BRAF V600 mutation positive patients subsequent to BRAF±MEK inhibitor therapy.",Oncology,Recommended with restriction,Restricted,nivolumab monotherapy,,,Cost analysis presented comparing NIVO+IPI with nivolumab monotherapy; specific ICER values not stated in extracted text,no,,,CA209067,yes,2018,7,yes,
nivolumab-and-ipilimumab-psd-11-2022.pdf,nivolumab plus ipilimumab,OPDIVO® and YERVOY®,Treatment of unresectable Stage III or IV malignant melanoma in patients who experience melanoma recurrence while receiving or within 6 months of completing adjuvant PD-1 inhibitor monotherapy.,Oncology,Recommended with restriction,Restricted,ipilimumab monotherapy; BRAF inhibitors,,,,no,,,,no,2022,11,yes,
nivolumab-and-ipilimumab-psd-march-2017.pdf,nivolumab and ipilimumab,Opdivo® and Yervoy®,Treatment of unresectable Stage III or Stage IV malignant melanoma. The resubmission sought listing for concurrent use of nivolumab and ipilimumab as induction therapy followed by single-agent nivolumab continuation therapy.,Oncology,Not recommended,Restricted,nivolumab monotherapy followed by ipilimumab monotherapy upon disease progression,,,ICER redacted in document (prices shown as redacted entries),no,,,CA209-067,yes,2017,3,yes,
nivolumab-and-ipilimumab-psd-november-2018.pdf,nivolumab + ipilimumab,Opdivo® + Yervoy®,First-line treatment of Stage IV clear cell variant renal cell carcinoma (RCC) in patients meeting IMDC intermediate to poor risk group criteria.,Oncology,Recommended with restriction,Restricted,sunitinib,,,ICER values redacted (commercially sensitive pricing information marked as '''),yes,Special Pricing Arrangements apply; grandfathering restriction proposed for patients who received non-PBS subsidised treatment prior to PBS listing date,,,yes,2018,11,yes,
nivolumab-goc-psd-july-2023.pdf,nivolumab,Opdivo,"Advanced or metastatic oesophageal squamous cell carcinoma (OSCC), agnostic to PD-L1 status. The submission addresses a gap in access for patients with OSCC and PD-L1 < 1%.",Oncology,Noted,Authority Required,,,,No ICER range provided in document,yes,Risk Sharing Arrangement (RSA) with expenditure caps. BMSA requested further increase to RSA expenditure caps to accommodate uptake in patients with PD-L1 < 1%.,,,yes,2023,7,yes,
nivolumab-ipilimumab-psd-nov-2020.pdf,nivolumab plus ipilimumab,Opdivo® and Yervoy®,"First-line treatment of patients with metastatic (Stage IV) non-small cell lung cancer (NSCLC) without EGFR or ALK gene rearrangements, in combination with platinum-based doublet chemotherapy.",Oncology,Recommended with restriction,Restricted,pembrolizumab plus platinum-based doublet chemotherapy,,,Cost-minimisation analysis used; ICER not calculated,no,,,,no,2020,11,yes,
nivolumab-ipilimumab-psd-november-2019.pdf,nivolumab,Opdivo®,"First-line treatment of unresectable Stage III or Stage IV malignant melanoma with BRAF V600 mutation, as monotherapy or in combination with ipilimumab.",Oncology,Recommended with restriction,Restricted,dabrafenib + trametinib (DAB+TRAM),,,Cost-analysis submitted; effective price to be determined based on cost-minimisation basis against DAB+TRAM effective price. No formal ICER range provided.,no,,,,yes,2019,11,yes,
nivolumab-ipilimumab-rcc-psd-july-2018.pdf,nivolumab plus ipilimumab,OPDIVO® plus YERVOY®,First-line treatment of Stage IV clear cell variant renal cell carcinoma (RCC) in patients with intermediate to poor risk disease according to IMDC criteria and WHO performance status ≤2.,Oncology,Recommended with restriction,Restricted,sunitinib,,,Document truncated; ICER not visible in provided text,yes,"Special Pricing Arrangement (SPA) proposed for both nivolumab and ipilimumab, consistent with current monotherapy PBS listings",,CA209214,no,2018,7,yes,
nivolumab-melanoma-psd-july-2018.pdf,nivolumab,Opdivo®,Adjuvant treatment of patients with completely resected Stage III or Stage IV melanoma.,Oncology,Recommended with restriction,Authority Required,Observation (watch and wait),,,ICER values not stated in document excerpt provided,yes,"Risk Share Arrangement (RSA) in the form of annual expenditure caps, shared by sponsors for pembrolizumab and nivolumab for unresectable Stage III or IV malignant melanoma",,,no,2018,7,yes,
nivolumab-melanoma-psd-march-2019.pdf,nivolumab,Opdivo®,Adjuvant treatment for completely resected Stage III or Stage IV melanoma.,Oncology,Recommended with restriction,Restricted,Observation/Watch and wait,,,ICER values redacted (commercially sensitive pricing information).,yes,Risk Sharing Arrangement in the form of annual expenditure caps shared by sponsors of pembrolizumab and nivolumab for treatment of unresectable Stage III or Stage IV malignant melanoma.,,CA238,yes,2019,3,yes,
nivolumab-miuc-psd-july-2022.pdf,nivolumab,Opdivo,Adjuvant treatment of patients with muscle invasive urothelial carcinoma (MIUC) who have undergone radical resection and are at high risk of recurrence.,Oncology,Recommended with restriction,Authority Required,watchful waiting,,,Document truncated; ICER values not visible in provided text,yes,Special Pricing Arrangements apply,,,no,2022,7,yes,
nivolumab-non-squamous-nsclc-psd-november-2016.pdf,nivolumab,Opdivo,Locally advanced or metastatic non-squamous non-small cell lung cancer (NSCLC) with progression on or after prior platinum-based chemotherapy.,Oncology,Recommended with restriction,Authority Required,docetaxel,,,Pricing information redacted in document,yes,Special Pricing Arrangements apply,,CA209-057,yes,2016,11,yes,
nivolumab-non-squamous-psd-march-2016.pdf,nivolumab,Opdivo,Locally advanced or metastatic non-squamous non-small cell lung cancer (NSCLC) with progression on or after prior platinum-based chemotherapy.,Oncology,Recommended with restriction,Authority Required,docetaxel,,,Prices redacted in document; cost-effectiveness analysis conducted but specific ICER values not disclosed,yes,Special Pricing Arrangements apply,,CA209-057,no,2016,3,yes,
nivolumab-nsclc-psd-03-2023.pdf,nivolumab,Opdivo,Neoadjuvant treatment of patients with resectable non-small cell lung cancer (NSCLC) in combination with platinum-doublet chemotherapy.,Oncology,Recommended with restriction,Authority Required,neoadjuvant chemotherapy,,,,no,,,CM816,no,2023,3,yes,
nivolumab-nsclc-psd-july-2023.pdf,nivolumab,Opdivo,Neoadjuvant treatment of patients with resectable non-small cell lung cancer (NSCLC) in combination with platinum-doublet chemotherapy.,Oncology,Not recommended,Authority Required,neoadjuvant chemotherapy,25000,35000,"ICER value redacted as commercially sensitive; stated range $25,000 to <$35,000 per QALY gained in resubmission base case, with further price reduction required for compliance with $30,000 threshold if cure onset assumptions amended.",yes,Sponsor willing to negotiate inclusion in current risk sharing agreement (RSA) for immunotherapies in NSCLC with increased financial caps; resubmission did not provide proposed RSA parameters.,,CM816,yes,2023,7,yes,
nivolumab-ogojc-psd-july-2022.pdf,nivolumab,Opdivo®,Adjuvant treatment of stage II or III oesophageal carcinoma (OC) or gastro-oesophageal junction carcinoma (GOJC) in patients who have received platinum-based chemoradiotherapy and surgery with residual disease.,Oncology,Recommended with restriction,Authority Required,watch and wait surveillance (standard of care),,,ICER range not disclosed in provided text extract,no,,,CM-577,no,2022,7,yes,
nivolumab-plus-ipilimumab-crc-psd-july-2025.pdf,nivolumab + ipilimumab,OPDIVO + Yervoy,First-line treatment of microsatellite instability high (MSI-H) or mismatch repair deficient (dMMR) unresectable or metastatic colorectal cancer (mCRC).,Oncology,Recommended with restriction,Authority Required,pembrolizumab,,,ICER values redacted in document,no,,,,no,2025,7,yes,
nivolumab-plus-ipilimumab-hcc-psd-july-2025.pdf,nivolumab,Opdivo,"First-line treatment of patients with advanced (unresectable) Barcelona Clinic Liver Cancer (BCLC) Stage A, Stage B or Stage C hepatocellular carcinoma in combination with ipilimumab.",Oncology,Recommended with restriction,Authority Required,atezolizumab plus bevacizumab (ATEZO+BEV),,,Cost-minimisation approach used; ICER not applicable,no,,,,no,2025,7,yes,
nivolumab-plus-ipilimumab-psd-july-2025.pdf,nivolumab; ipilimumab,Opdivo; Yervoy,"Unresectable advanced or metastatic cancer. Multi-indication listing covering melanoma, NSCLC, RCC, mesothelioma, upper GI cancers, colorectal cancer, hepatocellular carcinoma, classical Hodgkin's lymphoma, urothelial cancer, and rare tissue types.",Oncology,Noted,Restricted,,,,ICER not stated in extracted text; document contains redacted pricing information,yes,Risk-sharing arrangement (RSA) proposed with subsidisation caps and rebate for expenditure. Commonwealth assumes majority of risk (%) for use beyond utilisation estimates.,,"CM214, CM025, CM204, CM9LA, CM057, CM017, CM141, CM743, CM648, CM649, ATT-3, CM901, CM8HW, CM8UT, CM205, CM040, CM275",yes,2025,7,yes,
nivolumab-plus-ipilimumab-psd-mar-2021.pdf,nivolumab plus ipilimumab,Opdivo® and Yervoy®,First-line treatment of patients with unresectable malignant pleural mesothelioma (MPM).,Oncology,Recommended with restriction,Authority Required,pemetrexed-based chemotherapy (pemetrexed plus cisplatin or pemetrexed plus carboplatin),,,ICER values redacted (commercially sensitive); document indicates values present but prices are marked with apostrophes indicating redaction,yes,Special Pricing Arrangements apply; maximum total treatment duration of 24 months in a lifetime; treatment must be in combination with PBS-subsidised ipilimumab unless intolerance necessitates withdrawal,,,no,2021,3,yes,
nivolumab-plus-ipilimumab-psd-november-2015.pdf,nivolumab plus ipilimumab,Opdivo plus Yervoy,Treatment of unresectable Stage III or Stage IV malignant melanoma. Combination therapy administered as induction phase (4 doses) followed by nivolumab continuation phase.,Oncology,Noted,Authority Required,"ipilimumab monotherapy, nivolumab monotherapy, pembrolizumab monotherapy",,,ICER not stated in extracted text; pricing information redacted in document,yes,Special Pricing Arrangements apply,,,no,2015,11,yes,
nivolumab-plus-ipilumab-psd-july-2024.pdf,nivolumab and ipilimumab,Opdivo® and Yervoy®,First-line treatment of patients with unresectable malignant pleural mesothelioma.,Oncology,Noted,Authority Required,,,,ICER not applicable; submission concerns utilisation and RSA cap revision rather than economic modelling,yes,Risk sharing arrangement (RSA) caps in place since July 2021 listing; sponsor requested increase to RSA caps to reflect higher-than-estimated utilisation,,Checkmate 743,no,2024,7,yes,
nivolumab-psd-03-2023.pdf,nivolumab,Opdivo,"First line treatment of oesophageal squamous cell carcinoma (OSCC) with PD-L1 expression ≥1%, in combination with fluoropyrimidine-based chemotherapy or with ipilimumab. Also covers second line OSCC and first line HER-2 negative gastric cancer, gastro-oesophageal junction cancer, or oesophageal adenocarcinoma.",Oncology,Recommended with restriction,Restricted,fluoropyrimidine and platinum-based chemotherapy,,,ICER values redacted/commercially sensitive in this Category 3 resubmission for RSA cap adjustment,yes,Risk Sharing Arrangement (RSA) with expenditure caps for advanced or metastatic gastro-oesophageal cancers covering 2L OSCC and 1L gastro-oesophageal cancer populations (October 2022 to September 2027),,CHECKMATE-648,yes,2023,3,yes,
nivolumab-psd-11-2022.pdf,nivolumab,Opdivo®,Adjuvant treatment of patients with oesophageal cancer or gastroesophageal junction cancer who have received platinum-based chemoradiotherapy and surgery.,Oncology,Recommended with restriction,Authority Required,watch and wait surveillance,25000,35000,"ICER value commercially sensitive and redacted; stated range $25,000 to <$35,000",yes,Risk share arrangement (RSA) proposed for nivolumab in advanced/metastatic setting with expenditure caps; update to current RSA for GC/GOJC/OAC provided,,Checkmate 577,yes,2022,11,yes,
nivolumab-psd-july-2015.pdf,nivolumab,Opdivo®,"Treatment of unresectable Stage III or Stage IV malignant melanoma. Indicated for BRAF wild-type patients as first-line therapy, and for BRAF mutant patients who have progressed on or after BRAF inhibitor therapy.",Oncology,Recommended with restriction,Restricted,ipilimumab,,,ICER information redacted (commercially sensitive pricing arrangement indicated by asterisks in document),yes,Special Pricing Arrangements apply; grandfathering provision for approximately 180 patients in sponsor's Expanded Access Program,,,no,2015,7,yes,
nivolumab-psd-july-2016.pdf,nivolumab,Opdivo,Advanced or metastatic clear cell variant renal cell carcinoma (RCC) in patients who have progressed following first-line treatment with a tyrosine-kinase inhibitor (TKI).,Oncology,Recommended with restriction,Authority Required,everolimus,,,ICER redacted in document,no,,,,no,2016,7,yes,
