filename,drug,brand_name,indication,therapy_area,recommendation,listing_type,comparator,icer_low,icer_high,icer_note,risk_sharing,risk_sharing_note,population_per_year,key_trials,resubmission,budget_impact_aud,rejection_reasons,patient_advocacy,pico_population,evidence_type,line_of_therapy,trial_size,primary_endpoint,economic_model,pbac_year,pbac_month,extraction_ok,error_note
larotrectinib-psd-nov-2021.pdf,larotrectinib,Vitrakvi®,Treatment of locally advanced or metastatic solid tumours harbouring NTRK gene fusion in paediatric patients (first-line) and adult patients with high-frequency NTRK fusion cancers (first-line) or low-frequency NTRK fusion cancers (second-line or later after progression on standard of care).,Oncology,Noted,Authority Required,Standard of care (no NTRK gene fusion testing),,,ICER not stated in extracted text; pricing information redacted,no,,,,yes,,,no,"Paediatric patients and adult patients with locally advanced or metastatic solid tumours harbouring NTRK gene fusion (high-frequency fusion types: salivary gland/MASC and secretory breast carcinoma in adults; low-frequency fusion types: colorectal cancer, soft tissue sarcoma, NSCLC, thyroid cancer in adults with refractory/relapsed disease)",RCT,First-line | Second-line | Later-line,,ORR,,2021,11,yes,
lebrikizumab-psd-march-2024.pdf,lebrikizumab,Ebglyss,Treatment of severe atopic dermatitis in patients aged 12 years or older with whole body or face/hand involvement who are inadequately controlled on topical therapies.,Immunology,Recommended with restriction,Authority Required,dupilumab,,,Cost-minimisation approach used; ICER not calculated,no,,,,no,,,no,"Patients aged 12 years or older with severe atopic dermatitis affecting the whole body or face/hands, with EASI ≥20 and PGA=4, inadequately controlled on topical therapies",Indirect comparison,Any,,EASI 75 and IGA 0-1 with ≥2-point improvement at Week 16,Cost-minimisation,2024,3,yes,
ledipasvir-sofosbuvir-psd-march-2015.pdf,ledipasvir/sofosbuvir,Harvoni,"Treatment of patients infected with genotype 1 chronic hepatitis C, irrespective of previous treatment history (treatment-naïve and treatment-experienced patients with or without hepatic cirrhosis).",Infectious disease,Recommended with restriction,Authority Required,,,,ICER not stated in this PSD extract,no,,,,no,,,no,"Adults aged 18 years or older with chronic genotype 1 hepatitis C infection (treatment-naïve and treatment-experienced patients), with compensated liver disease, with or without hepatic cirrhosis, not breastfeeding.",RCT,Any,,Surrogate,,2015,3,yes,
lenacapavir-psd-11-2022.pdf,lenacapavir,Sunlenca,"Treatment of highly multidrug-resistant HIV-1 infection in patients with no more than two fully active antiretrovirals remaining from the four main classes, in combination with optimised background regimen.",Infectious disease,Recommended with restriction,Authority Required,placebo + optimised background regimen (OBR),,,Not stated in provided excerpt,no,,,,no,,,no,"Adults and paediatrics weighing at least 35 kg with highly multidrug-resistant HIV-1 infection with no more than two fully active antiretrovirals remaining from the four main classes (NRTIs, NNRTIs, INSTIs, PIs), failing current regimen due to resistance, intolerance, or safety considerations.",RCT,Later-line,,Reduction in HIV-1 RNA of ≥0.5 log10 copies/mL at 14 days,CUA,2022,11,yes,
lenacapavir-psd-nov-2023.pdf,lenacapavir,Sunlenca®,"Treatment of adults with highly multi-drug resistant HIV-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen, used in combination with optimised background regimen.",Infectious disease,Recommended with restriction,Authority Required,Optimised background regimen (OBR) alone,75000,95000,"Base case ICER presented in redacted range; alternative case ICER higher at $115,000-<$135,000. Values commercially sensitive.",no,,,CAPELLA,yes,,,no,"Adults with highly multi-drug resistant HIV-1 infection with no more than 2 fully active antiretrovirals remaining from the 4 main classes (NRTIs, NNRTIs, INSTIs, PIs) that can be effectively combined to form a viable regimen.",RCT,Later-line,72,Surrogate,CUA,2023,11,yes,
lenalidomide-psd-03-2013.pdf,lenalidomide,Revlimid,Initial and continuing treatment of patients with low or intermediate-1 risk myelodysplastic syndrome (MDS) associated with deletion 5q cytogenetic abnormality who are transfusion-dependent.,Haematology,Recommended with restriction,Authority Required,best supportive care (placebo),,,,yes,Patients must be registered in the i-access™ risk management program,,"MDS-004, MDS-003",yes,,,no,"Patients with low or intermediate-1 risk MDS (IPSS score ≤1) with deletion 5q cytogenetic abnormality, with or without additional cytogenetic abnormalities, who are red blood cell transfusion-dependent (≥8 units in prior 6 months)",RCT,First-line,205,ORR,,2013,3,yes,
lenalidomide-psd-july-2016.pdf,lenalidomide,Revlimid®,Relapsed and/or refractory mantle cell lymphoma in adult patients who have received at least one prior therapy and are unable to tolerate intensive chemotherapy or stem-cell transplantation.,Haematology,Recommended with restriction,Authority Required,"weighted mix of fludarabine, gemcitabine, chlorambucil, cytarabine or rituximab monotherapy",,,ICER redacted in document,yes,i-access® risk management program — patients must be registered,,MCL-002,no,,,yes,Adult patients with relapsed and/or refractory mantle cell lymphoma who have received at least one prior therapy and are ineligible for intensive chemotherapy or stem cell transplant,RCT,Later-line,254,PFS,CEA,2016,7,yes,
lenalidomide-psd-july-2019.pdf,lenalidomide,Revlimid®,Maintenance treatment in patients with newly diagnosed multiple myeloma (NDMM) who have undergone autologous stem cell transplant (ASCT).,Haematology,Deferred,Authority Required,mixed comparator of best supportive care (BSC) and thalidomide,15000,45000,ICER range reported in AUD per QALY; price-reduced ICER achieved through price reduction to the base case,yes,"Two-tier cap risk sharing arrangement proposed with maximum rebate, but did not include current lenalidomide PBS indications (RRMM and NDMM)",,CALGB,yes,,"Deferred at March 2019 PBAC meeting; outstanding concerns regarding comparator weighting, economic evaluation, and risk sharing arrangement not fully addressed in resubmission",yes,"Patients with newly diagnosed multiple myeloma who have undergone autologous stem cell transplant, without progressive disease post-ASCT, receiving monotherapy",RCT,First-line,,PFS,CUA,2019,7,yes,
lenalidomide-psd-march-2016.pdf,lenalidomide,Revlimid,First-line therapy in patients with newly diagnosed symptomatic multiple myeloma (NDMM) who are ineligible for stem cell transplant.,Haematology,Recommended with restriction,Restricted,thalidomide plus melphalan plus prednisone (or prednisolone) (MPT),75000,105000,"Re-specified base case estimated ICER of $75,000–$105,000 following sponsor adjustments and PBAC deliberations. PBAC considered cost-effective if price reduced to achieve ICER <$45,000–$75,000.",yes,"Financial cap recommended to mitigate financial risk from use outside restriction (in transplant-eligible patients), with rebate to thalidomide price if utilisation exceeds cap.",,,yes,,,yes,Adults with newly diagnosed symptomatic multiple myeloma who are ineligible for autologous stem cell transplantation.,Cost-utility analysis,First-line,,Cost-utility,CUA,2016,3,yes,
lenalidomide-psd-march-2018.pdf,lenalidomide,Revlimid,Maintenance therapy in patients with newly diagnosed multiple myeloma (NDMM) who have undergone an autologous stem cell transplant (ASCT).,Haematology,Recommended with restriction,Authority Required,best supportive care (no maintenance therapy/observation),,,ICER values redacted in document,no,,,CALGB,no,,,no,"Newly diagnosed multiple myeloma patients with histological diagnosis confirmed, who have undergone a primary autologous stem cell transplant as first-line therapy, without progressive disease post-ASCT",RCT,First-line,,OS,CUA,2018,3,yes,
lenalidomide-psd-march-2019.pdf,lenalidomide,Revlimid,"Treatment of patients with newly diagnosed symptomatic multiple myeloma ineligible for stem cell transplant, and relapsed or refractory multiple myeloma. Also maintenance treatment following autologous stem cell transplantation.",Haematology,Recommended with restriction,Authority Required,bortezomib,,,Cost-minimisation analysis; no ICER calculated — this was a minor submission requesting streamlined authority rather than a new clinical assessment,yes,"Sponsor offered a percentage discount on total expenditure for newly diagnosed MM patients ineligible for stem cell transplant, resulting in less than $10 million saving to PBS/RPBS over four years",,,no,,,yes,Adults with newly diagnosed symptomatic multiple myeloma ineligible for stem cell transplant; and adults with relapsed or refractory multiple myeloma; and adults with newly diagnosed multiple myeloma who have undergone autologous stem cell transplantation,Cost-minimisation,First-line | Second-line,,Cost-minimisation,Cost-minimisation,2019,3,yes,
lenalidomide-psd-nov-2023.pdf,lenalidomide,Lenalide,"Multiple myeloma (newly diagnosed, progressive, and relapsed/refractory) and myelodysplastic syndrome. The 20 mg strength is requested under the same circumstances as other listed strengths.",Haematology,Recommended with restriction,Authority Required,,,,Not applicable - this is a Category 4 submission for addition of a new strength to an already listed drug; no new economic evaluation was required.,no,,,,no,,,no,"Patients with multiple myeloma (newly diagnosed, progressive, or relapsed/refractory) and patients with myelodysplastic syndrome, treated with lenalidomide as monotherapy, doublet therapy, or triplet therapy in various combinations.",Cost-minimisation,Any,,Cost-minimisation,Cost-minimisation,2023,11,yes,
lenalidomide-psd-november-2015.pdf,lenalidomide,Revlimid,"Treatment of patients with newly diagnosed symptomatic multiple myeloma (NDMM) who are ineligible for stem cell transplant, given in combination with dexamethasone.",Haematology,Recommended with restriction,Authority Required,thalidomide plus melphalan plus prednisone (MPT),,,ICER values redacted in document,yes,Patient must be registered in the i-access risk management program,,MM-020,no,,,yes,"Adults with newly diagnosed symptomatic multiple myeloma who are ineligible for autologous stem cell transplantation, treated with lenalidomide plus dexamethasone",RCT,First-line,1623,PFS,CUA,2015,11,yes,
lenalidomide-psd-november-2017.pdf,lenalidomide,Revlimid,"Extension of listing to remove requirement for thalidomide trial prior to lenalidomide use, and to allow retreatment with lenalidomide in relapse or refractory multiple myeloma (RRMM).",Haematology,Recommended with restriction,Restricted,,,,,yes,Changes to be included within the existing RRMM Deed arrangements (risk share agreement) at the same price as treatment for RRMM; changes considered cost neutral with no increases to caps required.,,,no,,,no,"Adult patients with relapse or refractory multiple myeloma who have experienced progressive disease after at least one prior therapy, have undergone or are ineligible for primary stem cell transplant, and have failed thalidomide therapy.",Other,Later-line,,,Cost-minimisation,2017,11,yes,
lenalidomide-with-bort-and-dex-newly-diagnosed-multiple-myeloma-psd-08-2019.docx.pdf,lenalidomide,Revlimid®,"Treatment of newly diagnosed multiple myeloma (NDMM) in patients ineligible for autologous stem cell transplant (ASCT), in combination with bortezomib and dexamethasone (RVd) for initial therapy followed by lenalidomide and dexamethasone (Rd) continuation.",Haematology,Recommended with restriction,Authority Required,"lenalidomide in combination with dexamethasone (Rd); secondary comparator: bortezomib, melphalan and prednisolone (VMP)",,,ICER not provided in the extracted text; document appears truncated,no,,,SWOG S0777,no,,,no,Patients with newly diagnosed multiple myeloma who are ineligible for a primary stem cell transplantation,RCT,First-line,,PFS,CUA,,,yes,
leniolisib-psd-july-2025.pdf,leniolisib,Joenja,Treatment of symptomatic activated phosphoinositide 3-kinase delta (PI3Kδ) syndrome (APDS) in adults and adolescents aged 12 years and older.,Immunology,Recommended with restriction,Authority Required,standard of care (placebo/best supportive care),,,Not stated in extracted text,no,,,,no,,,no,"Adults and adolescents aged 12 years and older with symptomatic activated phosphoinositide 3-kinase delta (PI3Kδ) syndrome (APDS), confirmed by genomic testing showing pathogenic or likely pathogenic variants in PIK3CD or PIK3R1 genes, with documented APDS-associated symptoms or requiring intervention for symptom management.",RCT,Not applicable,,Other,CUA,2025,7,yes,
lenvatinib-hcc-psd-july-2018.pdf,lenvatinib,Lenvima®,Treatment of unresectable hepatocellular carcinoma (Barcelona Clinic Liver Cancer stage B or stage C),Oncology,Recommended with restriction,Restricted,sorafenib,,,Cost-minimisation analysis conducted; no ICER calculated,no,,,Study 304,no,,,no,"Patients with unresectable hepatocellular carcinoma (BCLC stage B or C), aged 18 years or older, with ECOG performance status 0-1, Child-Pugh class A, not suitable for transarterial chemoembolisation, without prior VEGF TKI treatment or with intolerance to prior VEGF TKI",RCT,First-line,,OS,Cost-minimisation,2018,7,yes,
lenvatinib-psd-july-2016.pdf,lenvatinib,Lenvima®,"Treatment of radioactive iodine refractory differentiated thyroid cancer (RAI-R DTC) that is locally advanced or metastatic, in patients with symptomatic progressive disease or progressive disease at critical sites with high risk of morbidity or mortality.",Oncology,Recommended with restriction,Restricted,best supportive care,45000,75000,,yes,Financial cap with rebate paid to the Commonwealth for utilisation above the cap.,,SELECT,yes,,,no,"Adults with locally advanced or metastatic radioactive iodine refractory differentiated thyroid cancer with symptomatic progressive disease or progressive disease at critical sites, WHO performance status ≤2, TSH adequately suppressed, not candidates for surgery or radiotherapy with curative intent.",RCT,Any,,OS,CUA,2016,7,yes,
lenvatinib-psd-march-2016.pdf,lenvatinib,Lenvima,Treatment of locally advanced or metastatic radioactive iodine refractory differentiated thyroid cancer (RAI-R DTC) in patients with symptomatic progressive disease.,Oncology,Recommended with restriction,Authority Required,"best supportive care, sorafenib",,,Commercially sensitive — redacted in document,no,,55,SELECT trial (n=392),yes,,,yes,"Adults with locally advanced or metastatic differentiated thyroid cancer that is refractory to radioactive iodine, with symptomatic progressive disease, WHO performance status ≤2, deemed ineligible for surgery or curative radiotherapy",RCT,Later-line,392,PFS,CUA,2016,3,yes,
lenvatinib-psd-march-2018.pdf,lenvatinib,Lenvima,"Stage IV clear cell variant renal cell carcinoma (RCC) with progressive disease after first-line tyrosine kinase inhibitor treatment, or intolerance to first-line TKI, to be used in combination with everolimus.",Oncology,Recommended with restriction,Restricted,"everolimus, nivolumab",,,ICER not stated in extracted text,no,,,,yes,,,no,"Adult patients aged 18 years or older with stage IV clear cell variant RCC who have progressive disease according to RECIST following first-line TKI treatment, or intolerance to first-line TKI, with WHO performance status of 2 or less",RCT,Second-line,,Other,,2018,3,yes,
lenvatinib-psd-november-2015.pdf,lenvatinib,Lenvima,Radioactive iodine refractory Stage III or IV differentiated thyroid cancer in patients with radiologically determined symptomatic progressive disease.,Oncology,Recommended with restriction,Authority Required,best supportive care (placebo) and sorafenib,,,ICER values redacted in document (shown as apostrophes in pricing section),no,,,SELECT,no,,,no,"Adults with Stage III or IV radioactive iodine refractory differentiated thyroid cancer, radiologically determined symptomatic progressive disease, WHO performance status ≤2, ineligible for surgery or curative radiotherapy, with adequately suppressed TSH (≤0.50 μIU/mL)",RCT,Second-line,392,PFS,CUA,2015,11,yes,
lenvatinib-psd-november-2017.pdf,lenvatinib,Lenvima®,"Stage IV clear cell variant renal cell carcinoma (RCC) in combination with everolimus, for patients with progressive disease following first-line tyrosine kinase inhibitor therapy or intolerance to TKI.",Oncology,Recommended with restriction,Authority Required,everolimus 10 mg orally once daily,,,ICER data redacted (commercially sensitive),no,,,,no,,,no,"Adult patients with Stage IV clear cell variant renal cell carcinoma with progressive disease following first-line tyrosine kinase inhibitor therapy or TKI intolerance, WHO performance status ≤2",RCT,Second-line,,PFS,CUA,2017,11,yes,
lenvatinib-psd-november-2018.pdf,lenvatinib,Lenvima®,"First-line treatment of patients with unresectable hepatocellular carcinoma (HCC), specifically advanced Barcelona Clinic Liver Cancer stage B or stage C HCC.",Oncology,Recommended with restriction,Restricted,sorafenib,,,Cost-minimisation analysis used; no ICER calculated as lenvatinib and sorafenib were considered equi-effective in terms of OS with equivalent treatment costs.,yes,Risk-share arrangement including a financial cap in place for lenvatinib 4mg with an agreed ex-manufacturer price (AEMP).,50,Study 304,yes,,,no,"Patients with advanced (unresectable) Barcelona Clinic Liver Cancer stage B or stage C hepatocellular carcinoma, eligible for first-line treatment.",RCT,First-line,,OS,Cost-minimisation,2018,11,yes,
lenvatinib-thyroid-cancer-psd-july-2018.pdf,lenvatinib,Lenvima,"Locally advanced or metastatic differentiated thyroid cancer that is refractory to radioactive iodine, in patients for whom surgery and curative radiotherapy are not appropriate.",Oncology,Recommended with restriction,Authority Required,best supportive care,,,Minor submission — no ICER presented; original listing based on cost-effectiveness from July 2016 meeting,no,,,,no,,,no,"Adults with locally advanced or metastatic differentiated thyroid cancer with symptomatic progressive disease or progressive disease at critical sites, TSH adequately suppressed (≤0.50 μIU/mL), WHO performance status ≤2, refractory to radioactive iodine, and for whom surgery and curative radiotherapy are inappropriate.",Other,Not applicable,,,,2018,7,yes,
letermovir-psd-july-2018.pdf,letermovir,Prevymis,Prophylaxis of cytomegalovirus (CMV) infection or disease in CMV sero-positive adult patients who have received an allogeneic haematopoietic stem cell transplant (HSCT).,Haematology,Recommended with restriction,Authority Required,placebo,,,Cost utility analysis performed but ICER values not stated in document excerpt,no,,,P001,no,,,no,Adult CMV-seropositive recipients of an allogeneic haematopoietic stem cell transplant,RCT,First-line,,Prevention of clinically significant CMV infection and improved survival,CUA,2018,7,yes,
letermovir-psd-march-2019.pdf,letermovir,Prevymis,Prophylaxis of cytomegalovirus (CMV) infection or disease in adult CMV-seropositive recipients of an allogeneic haematopoietic stem cell transplant (HSCT).,Infectious disease,Recommended with restriction,Authority Required,placebo prophylaxis in addition to standard of care pre-emptive treatment for active CMV infection,,,ICER range not provided in the extracted text; document appears truncated,no,,,Trial P001,yes,,,no,"Adult CMV-seropositive recipients of an allogeneic HSCT, aged 18 years or older, who commence treatment within 28 days of transplant",RCT,First-line,,CMV infection/disease prevention and survival,CUA,2019,3,yes,
leuprorelin-30-mg-psd-july-2015.pdf,leuprorelin,Lucrin® Depot Paediatric,Central precocious puberty (CPP) in children with onset of signs or symptoms prior to age 8 years (girls) or 9 years (boys),Other,Recommended with restriction,Authority Required,,,,Not applicable — minor submission amending restriction wording only; no economic analysis conducted,no,,,L-CP07-167,no,,,no,"Children with central precocious puberty with onset of signs or symptoms prior to age 8 years (girls) or 9 years (boys), aged 10 years or younger (girls) or 11 years or younger (boys), treated by a paediatric endocrinologist or endocrinologist specialising in paediatrics",RCT,First-line,,,BIA only,2015,7,yes,
leuprorelin-45-mg-psd-july-2015.pdf,leuprorelin acetate,Lucrin Depot 6 month PDS,Treatment of locally advanced (stage C) or metastatic (stage D) carcinoma of the prostate. The 45 mg intramuscular injection provides 6 months of treatment.,Oncology,Recommended,Restricted,3-month (22.5 mg) and 4-month (30 mg) intramuscular formulations; 6-month (45 mg) subcutaneous formulation,,,No ICER calculated; cost-minimisation comparison only,no,,,Spitz 2012,no,,,no,Men with locally advanced (stage C) or metastatic (stage D) carcinoma of the prostate requiring intramuscular leuprorelin therapy,Single-arm,Not applicable,,Surrogate,Cost-minimisation,2015,7,yes,
leuprorelin-and-bicalutamide-psd-july-2016.pdf,leuprorelin and bicalutamide,Bi ELIGARD CP®,Treatment of metastatic (Stage D) carcinoma of the prostate in patients requiring combination antiandrogen and GnRH agonist therapy.,Oncology,Recommended with restriction,Authority Required,co-prescribed leuprorelin and bicalutamide,,,"Not applicable — minor submission, cost-minimisation basis (sum of individual component prices)",no,,,,no,,,no,Patients with metastatic (Stage D) carcinoma of the prostate requiring combination antiandrogen and GnRH agonist therapy,Cost-minimisation,Not applicable,,Cost-minimisation,Cost-minimisation,2016,7,yes,
leuprorelin-psd-11-2014.pdf,leuprorelin,Lucrin Depot Paediatric,Treatment of central precocious puberty (CPP) in children by or in conjunction with a paediatric endocrinologist or an endocrinologist specialising in paediatrics.,Other,Recommended with restriction,Authority Required,no active treatment/standard of care (off-label GnRHa use),,,Cost-utility analysis performed but specific ICER values not stated in provided text,no,,,"L-CP07-167, L-CP07-177",no,,,yes,Children with progressive central precocious puberty (secondary sex characteristics appearing before age 8 in girls or 9 in boys),RCT,First-line,84,Surrogate,CUA,2014,11,yes,
leuprorelin-psd-july-2019.pdf,leuprorelin,LERIN,Locally advanced (Stage C) and metastatic (Stage D) hormone-dependent prostate cancer. Treatment via subcutaneous implant in one-month (3.6 mg) and three-month (5 mg) formulations.,Oncology,Noted,Restricted,leuprorelin acetate IM depot (Lucrin Depot PDS) — 7.5 mg one-month and 22.5 mg three-month formulations,,,Cost-minimisation analysis; ICER not applicable,no,,,,no,,,no,Patients with hormone-dependent prostate carcinoma (locally advanced Stage C or metastatic Stage D),Cost-minimisation,Any,,Cost-minimisation,Cost-minimisation,2019,7,yes,
leuprorelin-psd-july-2022.pdf,leuprorelin acetate,Eligard 6 month,Treatment of central precocious puberty (CPP) in girls aged 10 years or younger or boys aged 11 years or younger with onset before 8 years (girls) or 9 years (boys).,Other,Noted,Restricted,leuprorelin acetate 30 mg depot injection (Lucrin Depot Paediatric 30 mg); secondary comparator: triptorelin embonate (Diphereline),,,Cost-minimisation approach used; no ICER calculated as submission based on cost comparison with least costly PBS medicine (Diphereline),no,,,,no,,,no,"Children with central precocious puberty aged 10 years or younger (girls) or 11 years or younger (boys) with onset before 8 years (girls) or 9 years (boys), undergoing continuing treatment with a GnRH analogue",RCT,Not applicable,,Percentage of children with luteinising hormone suppression (LH <4 IU/L) at week 24,Cost-minimisation,2022,7,yes,
leuprorelin-psd-march-2016.pdf,leuprorelin,Lucrin,"Locally advanced (stage C) or metastatic (stage D) carcinoma of the prostate, and central precocious puberty (CPP)",Oncology,Recommended with restriction,Restricted,,,,Not applicable — minor submission requesting change in restriction level only,no,,,,no,,,yes,"Adults with locally advanced (stage C) or metastatic (stage D) carcinoma of the prostate, and children with central precocious puberty",Other,Any,,,Not modelled,2016,3,yes,
leuprorelin-psd-nov-2024.pdf,leuprorelin,Eligard,Locally advanced (stage C) or metastatic (stage D) carcinoma of the prostate; central precocious puberty,Oncology,Recommended with restriction,Restricted,,,,"Not applicable — administrative/device change submission, no economic evaluation required",no,,,,no,,,no,Patients with locally advanced (stage C) or metastatic (stage D) prostate carcinoma; paediatric patients with central precocious puberty meeting age and symptom onset criteria,Cost-minimisation,Not applicable,,Cost-minimisation,Cost-minimisation,2024,11,yes,
levodopa-and-carbidopa-psd-november-2019.pdf,levodopa with carbidopa monohydrate,Duodopa®,Advanced Parkinson disease with severe disabling motor fluctuations not adequately controlled by oral therapy.,Neurology,Recommended with restriction,Restricted,,,,"Not applicable — minor submission for quantity adjustment, not a new economic evaluation.",no,,,,no,,,no,"Adults with advanced Parkinson disease requiring maintenance therapy, with severe disabling motor fluctuations not adequately controlled by oral therapy, commenced in a hospital-based movement disorder clinic, with adequate cognitive function to manage portable continuous infusion pump administration.",Other,Any,,,Not modelled,2019,11,yes,
levodopa-with-carbidopa-and-entacapone-psd-july-2024.pdf,levodopa with carbidopa monohydrate and entacapone,Lecigon,Treatment of advanced idiopathic Parkinson's disease with severe motor fluctuations despite optimised alternative pharmacological treatment.,Neurology,Recommended with restriction,Authority Required,levodopa with carbidopa monohydrate intestinal gel (LCIG),,,Not stated in resubmission; economic analysis not independently evaluated as early re-entry resubmission,yes,LECIG included in same risk-sharing arrangement as LCIG to mitigate financial risk to PBS for utilisation beyond estimated base-case,,,yes,,,no,Adults with advanced idiopathic Parkinson's disease with severe motor fluctuations despite optimised oral alternative pharmacological treatment,RCT,Later-line,,Off-Time hours,,2024,7,yes,
levodopa-with-carbidopa-and-entacapone-psd-march-2024.pdf,levodopa with carbidopa and entacapone,Lecigon,Advanced idiopathic Parkinson disease with severe motor fluctuations despite optimised alternative pharmacological treatment,Neurology,Recommended with restriction,Authority Required,levodopa/carbidopa intestinal gel (LCIG),,,Cost-minimisation approach used; no ICER calculated,no,,,LSM-003,no,,,no,"Adults with advanced idiopathic Parkinson disease and severe disabling motor fluctuations not adequately controlled by oral therapy or gel formulation containing levodopa, with adequate cognitive function to manage portable continuous infusion pump",Single-arm,Not applicable,,Other,Cost-minimisation,2024,3,yes,
levodopa-with-carbidopa-psd-november-2016.pdf,levodopa with carbidopa,Duodopa®,Advanced Parkinson disease with severe disabling motor fluctuations not adequately controlled by oral therapy.,Neurology,Recommended with restriction,Authority Required,,,,Not applicable — minor submission with no economic comparison.,no,,,,no,,,no,"Adults with advanced Parkinson disease with severe disabling motor fluctuations not adequately controlled by oral therapy, commenced on treatment in a hospital-based movement disorder clinic, with adequate cognitive function to manage administration with a portable continuous infusion pump.",Not applicable,Any,,,Not modelled,2016,11,yes,
levonorgestrel-psd-03-2014.pdf,levonorgestrel,Jaydess,"Contraception for up to three years. An intrauterine levonorgestrel contraceptive system (releasing approximately 12 micrograms per 24 hours) intended for women who require progesterone-only, long-acting reversible contraception.",Other,Deferred,Restricted,Mirena (levonorgestrel intrauterine system),,,Cost-minimisation analysis performed; not a cost-effectiveness analysis with ICER,no,,,"LCS12 Phase 2 study, Phase 3 Study (Protocol 310442-91665)",no,10000000,"Absence of positive TGA Delegate recommendation at time of consideration, numerically higher rates of unintended pregnancy for LCS12 compared to Mirena, LCS Phase 2 Study not powered to test inferiority with absence of formal statistical analysis, TGA Delegate observations of comparable but lower efficacy of LCS12 compared to Mirena and higher relative risk of ectopic pregnancy, poorly substantiated market research substitution weightings, concerns regarding clinical claims of non-inferiority",no,"Women requiring progesterone-only, long-acting reversible contraception",RCT,Not applicable,,Number of pregnancies,Cost-minimisation,2014,3,yes,
levonorgestrel-psd-07-2013.pdf,levonorgestrel intrauterine system,Jaydess,Contraception for up to 3 years. An intrauterine levonorgestrel contraceptive system releasing approximately 12 micrograms per 24 hours for women who require progesterone-only long-acting reversible contraception.,Other,Deferred,Restricted,Mirena (levonorgestrel intrauterine system); Implanon (etonogestrel subdermal implant),,,Cost-minimisation analysis performed; no ICER calculated,no,,,"LCS12 Phase 2 study, Phase 3 Study (Protocol 310442-91665)",no,,Deferred pending positive TGA Delegate recommendation; numerically higher rates of unintended pregnancy for LCS12 compared to Mirena; Phase 2 study not powered to test inferiority and lacked formal statistical analysis; exchangeability issues between trials; TGA Delegate observations of comparable but lower efficacy of LCS12 compared to Mirena; higher relative risk of ectopic pregnancy with LCS12 compared to Mirena; absent TGA Delegate recommendation at time of PBAC consideration; poorly substantiated market research for substitution weightings,no,Women requiring progesterone-only long-acting reversible contraception (LARC) for contraception,RCT,Not applicable,,Number of pregnancies; bleeding patterns,Cost-minimisation,2013,7,yes,
levonorgestrel-psd-march-2019.pdf,levonorgestrel,Kyleena®,Contraception for up to 5 years in women requesting contraception.,Other,Recommended with restriction,Restricted,Mirena® (levonorgestrel 52 mg IUS),,,Cost-minimisation analysis used; ICER not applicable. Price information redacted.,no,,,"LCS Phase II, LCS Pearl Index Study",no,,,yes,"Women aged 16-49 years requesting contraception, including nulliparous and parous women.",RCT,Not applicable,,ORR,Cost-minimisation,2019,3,yes,
lignocaine-psd-march-2015.pdf,lignocaine,Versatis®,"Symptomatic relief of post-herpetic neuralgia (PHN), for patients with the condition refractory to treatment with other drugs or unsuitable for/intolerant to pregabalin.",Neurology,Recommended with restriction,Authority Required,pregabalin (Option 1); placebo/best supportive care (Option 2),,,ICER not stated in extracted text; document appears truncated,no,,,"KF10004/03, Binder 2009, Galer 1999, Galer 2002",no,,,yes,"Adults with post-herpetic neuralgia refractory to treatment with other drugs, or unsuitable for or intolerant to pregabalin",RCT,Later-line,,Non-inferiority to pregabalin,CEA,2015,3,yes,
linagliptin-psd-03-2013.pdf,linagliptin with metformin hydrochloride,Trajentamet,"Type 2 diabetes mellitus in patients with HbA1c >7% despite metformin monotherapy, where metformin-sulfonylurea combination is contraindicated or not tolerated, prior to initiation of a DPP-4 inhibitor, thiazolidinedione, or GLP-1 receptor agonist.",Diabetes,Recommended with restriction,Authority Required,linagliptin and metformin constituent tablets (free combination),,,No ICER reported; cost-minimisation approach as FDC vs free combination,no,,,"1218.46, 1288.1, 1288.2, 1288.3, 1218.47",no,,,no,Adults with type 2 diabetes mellitus whose HbA1c is >7% on metformin monotherapy and for whom metformin-sulfonylurea combination is contraindicated or not tolerated,RCT,Second-line,,Change in HbA1c from baseline to week 24,Cost-minimisation,2013,3,yes,
linagliptin-psd-04-2013.pdf,linagliptin with metformin hydrochloride,Trajentamet®,"Type 2 diabetes mellitus in patients with HbA1c >7% despite metformin monotherapy, where metformin/sulfonylurea combination is contraindicated or not tolerated, prior to initiation of a DPP-4 inhibitor, thiazolidinedione, or GLP-1 agonist.",Diabetes,Recommended with restriction,Authority Required,linagliptin and metformin constituent tablets (free combination),,,Cost-minimisation approach; no ICER calculated as FDC compared to free combination of same drugs,no,,,"1218.47, 1288.2, 1288.3, 1288.1, 1218.46",no,,,no,Adults with type 2 diabetes mellitus with HbA1c >7% on metformin monotherapy where metformin/sulfonylurea combination is contraindicated or not tolerated,RCT,Second-line,,HbA1c change from baseline,Cost-minimisation,2013,4,yes,
